NAN	190	255	6	7	6	2	1	1	NAN	
NAN	225	268	4	7	3	3	7	4	NAN	
NAN	203	255	1	6	7	7	2	3	NAN	
NAN	196	263	5	8	5	2	1	5	NAN	
NAN	182	245	6	5	5	5	5	1	NAN	
NAN	215	232	3	0	4	3	5	6	NAN	
NAN	202	242	5	3	5	6	4	3	NAN	
NAN	206	258	1	3	4	6	5	0	NAN	
NAN	205	212	2	3	2	4	5	4	NAN	
NAN	191	224	4	6	4	1	1	7	NAN	
NAN	180	227	3	6	3	2	2	2	NAN	
NAN	206	240	6	5	3	3	0	5	NAN	
NAN	177	231	2	6	7	3	4	1	NAN	
NAN	194	240	6	5	6	3	3	4	NAN	
NAN	205	258	8	7	3	4	1	1	NAN	
NAN	160	231	6	7	2	9	5	1	NAN	
NAN	203	239	5	2	4	5	2	2	NAN	
NAN	206	263	2	5	3	1	2	2	NAN	
NAN	192	226	7	3	6	7	2	3	NAN	
NAN	168	251	2	5	3	4	3	1	NAN	
NAN	205	252	2	3	5	5	5	3	NAN	
NAN	178	221	5	2	1	3	1	1	NAN	
NAN	182	221	2	7	5	2	2	4	NAN	
NAN	188	258	5	7	0	2	3	3	NAN	
NAN	184	266	5	3	4	4	4	2	NAN	
NAN	179	218	5	4	6	2	4	3	NAN	
NAN	187	214	1	4	6	0	1	1	NAN	
NAN	181	232	3	9	5	3	2	3	NAN	
NAN	185	226	4	8	4	1	0	4	NAN	
NAN	188	242	4	4	3	1	1	3	NAN	
NAN	218	235	4	7	8	1	4	3	NAN	
NAN	202	265	1	6	6	3	3	2	NAN	
NAN	217	257	4	3	2	4	3	7	NAN	
NAN	177	251	3	8	4	4	2	2	NAN	
NAN	221	259	1	7	3	5	4	2	NAN	
NAN	212	266	5	7	2	4	7	7	NAN	
NAN	219	257	2	8	3	6	3	3	NAN	
NAN	225	260	6	8	5	4	3	5	NAN	
NAN	238	278	3	9	4	2	6	5	NAN	
NAN	261	290	1	4	3	1	3	4	NAN	
NAN	289	325	3	11	1	3	0	2	NAN	
NAN	296	355	3	9	3	4	2	2	NAN	
NAN	306	396	4	2	3	4	3	3	NAN	
NAN	337	426	1	6	5	1	1	3	NAN	
NAN	380	487	3	10	5	0	2	6	NAN	
NAN	418	509	2	8	1	6	2	2	NAN	
NAN	434	587	2	8	7	1	4	2	NAN	
NAN	476	594	3	9	1	2	2	3	NAN	
NAN	531	691	1	3	8	1	5	0	NAN	
NAN	590	745	1	4	4	3	1	3	NAN	
NAN	659	896	5	3	0	2	5	5	NAN	
NAN	741	1001	4	7	2	5	5	4	NAN	
NAN	828	1058	2	8	4	1	5	2	NAN	
NAN	890	1168	0	5	3	3	2	0	NAN	
NAN	990	1359	4	12	3	2	1	2	NAN	
NAN	1127	1422	3	5	1	2	0	1	NAN	
NAN	1197	1695	2	13	3	3	3	4	NAN	
NAN	1341	1787	0	6	0	1	3	4	NAN	
NAN	1495	1935	2	7	3	2	1	8	NAN	
NAN	1549	2124	1	12	2	1	2	1	NAN	
NAN	1703	2399	4	4	2	2	5	0	NAN	
NAN	1853	2505	1	10	2	4	4	1	NAN	
NAN	1906	2596	4	11	5	3	2	1	NAN	
NAN	2004	2715	1	9	2	2	2	4	NAN	
NAN	2106	2934	4	11	4	2	2	1	NAN	
NAN	2307	3090	6	9	1	2	3	1	NAN	
NAN	2395	3114	3	10	4	6	2	4	NAN	
NAN	2484	3443	1	3	8	4	1	1	NAN	
NAN	2469	3392	3	6	4	2	4	7	NAN	
NAN	2601	3477	4	5	2	4	1	1	NAN	
NAN	2642	3595	2	6	2	3	3	2	NAN	
NAN	2576	3593	2	12	4	2	1	2	NAN	
NAN	2614	3643	3	4	3	4	2	0	NAN	
NAN	2568	3634	7	7	0	3	5	2	NAN	
NAN	2548	3613	4	7	3	3	2	3	NAN	
NAN	2580	3483	1	4	2	1	3	0	NAN	
NAN	2396	3509	3	5	4	2	6	4	NAN	
NAN	2398	3425	3	9	3	4	3	2	NAN	
NAN	2272	3212	7	7	1	1	6	1	NAN	
NAN	2215	3005	0	6	7	0	3	1	NAN	
NAN	2090	2938	1	6	1	2	6	2	NAN	
NAN	1912	2801	1	9	1	2	2	1	NAN	
NAN	1743	2557	1	9	4	3	4	3	NAN	
NAN	1677	2544	2	3	4	2	1	2	NAN	
NAN	1639	2316	3	5	1	2	2	2	NAN	
NAN	1426	2041	4	4	2	3	3	2	NAN	
NAN	1219	1830	4	3	2	3	1	1	NAN	
NAN	1179	1662	2	3	2	0	3	2	NAN	
NAN	1062	1534	1	6	2	2	2	2	NAN	
NAN	934	1357	1	3	2	2	1	2	NAN	
NAN	839	1124	6	3	0	4	4	2	NAN	
NAN	722	1063	2	2	3	2	0	1	NAN	
NAN	583	923	2	1	2	2	1	2	NAN	
NAN	566	825	3	6	4	0	3	2	NAN	
NAN	464	706	1	3	2	5	0	1	NAN	
NAN	380	568	3	1	3	0	3	3	NAN	
NAN	335	521	1	0	5	3	0	2	NAN	
NAN	293	402	2	3	3	0	1	2	NAN	
NAN	231	333	0	3	2	0	4	3	NAN	
NAN	190	277	1	1	1	2	5	1	NAN	
NAN	180	239	2	0	2	4	1	2	NAN	
NAN	119	193	6	3	3	0	1	2	NAN	
NAN	86	175	2	1	4	1	2	1	NAN	
NAN	85	120	2	1	2	1	2	1	NAN	
NAN	72	102	1	2	2	2	2	1	NAN	
NAN	64	67	6	3	0	1	2	1	NAN	
NAN	36	58	3	1	3	0	3	0	NAN	
NAN	28	43	1	4	0	2	4	0	NAN	
NAN	23	39	2	3	1	0	0	1	NAN	
NAN	23	32	4	3	0	1	1	4	NAN	
NAN	9	23	0	2	1	1	3	2	NAN	
NAN	11	18	0	0	5	2	1	0	NAN	
NAN	11	9	2	2	1	1	2	1	NAN	
NAN	15	8	1	4	3	3	3	0	NAN	
NAN	3	9	3	1	2	2	1	3	NAN	
NAN	5	11	1	3	0	1	6	3	NAN	
NAN	4	8	2	3	3	2	2	2	NAN	
NAN	3	4	1	3	2	3	4	3	NAN	
NAN	3	8	1	1	1	1	3	2	NAN	
NAN	4	5	1	0	1	2	0	0	NAN	
NAN	3	3	1	2	4	1	1	2	NAN	
NAN	5	5	2	1	2	0	1	1	NAN	
NAN	3	3	1	3	3	1	1	0	NAN	
NAN	2	5	3	1	1	2	1	3	NAN	
NAN	4	3	3	3	1	3	1	4	NAN	
NAN	2	10	1	1	1	1	3	1	NAN	
NAN	3	2	3	0	2	2	2	3	NAN	
NAN	2	2	1	2	0	4	0	1	NAN	
NAN	7	2	0	3	0	1	2	0	NAN	
NAN	2	1	4	3	7	2	4	3	NAN	
NAN	6	9	4	3	2	3	0	2	NAN	
NAN	2	5	3	0	0	2	2	1	NAN	
NAN	1	3	1	1	1	1	0	1	NAN	
NAN	1	2	0	0	1	1	1	0	NAN	
NAN	2	3	4	1	1	3	1	4	NAN	
NAN	0	5	0	2	2	5	0	0	NAN	
NAN	3	4	4	0	4	2	2	1	NAN	
NAN	5	4	1	2	4	1	3	1	NAN	
NAN	3	1	0	1	3	2	1	3	NAN	
NAN	5	4	2	2	4	2	1	1	NAN	
NAN	3	3	2	0	2	4	1	4	NAN	
NAN	2	1	1	1	1	1	1	1	NAN	
NAN	2	3	1	1	5	1	4	0	NAN	
NAN	1	3	1	3	0	5	1	0	NAN	
NAN	4	3	2	0	2	1	2	2	NAN	
NAN	2	1	2	0	1	1	3	0	NAN	
NAN	3	1	2	3	3	3	2	0	NAN	
NAN	3	3	1	1	0	1	1	2	NAN	
NAN	2	9	3	1	2	0	1	2	NAN	
NAN	3	3	1	1	1	4	0	1	NAN	
NAN	3	3	0	1	1	3	1	0	NAN	
NAN	1	2	3	2	1	3	0	1	NAN	
NAN	0	4	1	0	1	2	0	1	NAN	
NAN	3	5	1	3	1	2	3	4	NAN	
NAN	0	4	2	4	3	1	3	2	NAN	
NAN	5	5	2	1	1	1	0	0	NAN	
NAN	2	1	3	1	2	2	2	2	NAN	
NAN	4	4	1	0	2	3	1	3	NAN	
NAN	2	0	1	1	3	3	1	1	NAN	
NAN	2	2	4	2	2	0	1	1	NAN	
NAN	2	4	0	2	1	3	3	2	NAN	
NAN	0	1	1	2	0	1	0	3	NAN	
NAN	46	48	39	37	39	33	42	47	NAN	
